Neighborhood,City,State,med_2011,med_2014
Canyon Creek,Richardson,TX,,1750.0
Kilbourn Park,Chicago,IL,720.0,850.0
Mission Viejo,Aurora,CO,,
Crescent Hill,Louisville,KY,,
Fitzgerald,Detroit,MI,,650.0
East Queen Anne,Seattle,WA,1650.0,1600.0
Dunning,Chicago,IL,,1500.0
Taylor Berry,Louisville,KY,,625.0
Northeast Bakersfield,Bakersfield,CA,,750.0
Washington Park,Denver,CO,,2000.0
Pelican Bay,Naples,FL,3000.0,5500.0
Buena Vista,Washington,DC,,
Newhallville,New Haven,CT,995.0,1000.0
Annadale,New York,NY,,1200.0
Boynton,Detroit,MI,,
Sunbeam,Jacksonville,FL,899.0,1120.0
Piedmont,Portland,OR,,
North College Park,Seattle,WA,915.0,1495.0
Havenscourt,Oakland,CA,,1100.0
Wheeless Road,Augusta,GA,,
Old North Columbus,Columbus,OH,,899.0
Tampa Heights,Tampa,FL,,900.0
North Sharon Amity,Charlotte,NC,695.0,795.0
Comstock,Spokane,WA,,
High Point,Seattle,WA,,
Bay Terrace,New York,NY,,
North Avondale,Cincinnati,OH,,825.0
North Indian Trail,Spokane,WA,,
Hallmark-Camelot,Fort Worth,TX,,
Meadow Wood,Aurora,CO,,
Hosford-Abernethy,Portland,OR,,1200.0
Hale,Denver,CO,,900.0
Elliot Park,Minneapolis,MN,900.0,1450.0
South Ironbound,Newark,NJ,,
Summit Hill,Saint Paul,MN,,995.0
Duncan Park,Lexington,KY,,
Coronado,El Paso,TX,,
Dietz,Tucson,AZ,,1050.0
North Burnett,Austin,TX,877.0,
Stonewood,Stockton,CA,,950.0
Back Creek Church Road,Charlotte,NC,1200.0,1200.0
Bayshore Beautiful,Tampa,FL,1325.0,1200.0
Leonidas,New Orleans,LA,,900.0
Kentfield,Stockton,CA,,950.0
Aurora Knolls - Hutchinson Heights,Aurora,CO,,
Columbia Heights West,Arlington,VA,2010.0,1275.0
Far West-Side,Syracuse,NY,,
St. Claude,New Orleans,LA,,
Black Mountain Ranch,San Diego,CA,,4300.0
Pinehurst,Everett,WA,,950.0
Sable Altura Chambers,Aurora,CO,,
Southgate,Hayward,CA,,
Rainier Beach,Seattle,WA,,1550.0
Tremont,Cleveland,OH,,
West End,Saint Louis,MO,,675.0
Teralta East,San Diego,CA,,875.0
Ponce de Leon,Stockton,CA,950.0,750.0
Howe,Minneapolis,MN,,950.0
Annex,New Haven,CT,,850.0
Del Cerro,San Diego,CA,,
Amphi,Tucson,AZ,,675.0
Victoria Park,Fort Lauderdale,FL,1895.0,1650.0
Mount Vernon Square,Washington,DC,2300.0,2600.0
Shaw,Saint Louis,MO,750.0,775.0
Center Pointe,Aurora,CO,,
Airport Heights,Anchorage,AK,,
Over-The-Rhine,Cincinnati,OH,,750.0
Park Avenue,Rochester,NY,,900.0
Dilworth,Charlotte,NC,1099.0,1309.0
Necko,Columbus,OH,,545.0
University Square,Tampa,FL,,975.0
California Heights,Long Beach,CA,,1350.0
Park Stockdale,Bakersfield,CA,,1100.0
Highland,Beaverton,OR,,
Longwood-Winton Grove,Hayward,CA,,
Washington Heights,Milwaukee,WI,,
Riverpark,South Bend,IN,,650.0
Norwood Park West,Chicago,IL,,
East Avenue,Rochester,NY,885.0,900.0
St. Roch,New Orleans,LA,,
South Dennis,Dennis,MA,,
Bushrod,Oakland,CA,,
Eastland-Wilora Lake,Charlotte,NC,700.0,
South Trenton,Trenton,NJ,,
Idlewild South,Charlotte,NC,750.0,950.0
West End,Cincinnati,OH,,700.0
North City,San Diego,CA,,4800.0
Baldwin Park,Orlando,FL,1575.0,1999.0
Spanos Park West,Stockton,CA,,
Ortega Hills,Jacksonville,FL,775.0,950.0
Southside Flats,Pittsburgh,PA,1500.0,1300.0
Downtown,New Haven,CT,1330.0,1475.0
Carmel,Charlotte,NC,,
Secret Cove,Jacksonville,FL,1050.0,1150.0
Oak Forest,Charlotte,NC,550.0,550.0
Aurora Hills,Aurora,CO,,
Glenbrook,Columbus,OH,,
Wood Streets,Riverside,CA,,850.0
Piedmont Avenue,Oakland,CA,,
Highland Park,Seattle,WA,,
Onyx,Toledo,OH,,
Melrose Park,Fort Lauderdale,FL,1600.0,1649.0
Jefferson Chalmers,Detroit,MI,,
Glade Dr - Reston Pky,Reston,VA,1725.0,1850.0
Girvin,Jacksonville,FL,1050.0,1275.0
Sheridan Park,Chicago,IL,850.0,1100.0
Bryant,Buffalo,NY,625.0,825.0
South River City,Austin,TX,1200.0,1500.0
Midtown - Winn Park Capital Avenue,Sacramento,CA,,895.0
Walnut Hills,Cincinnati,OH,,750.0
Sharon Heights,Columbus,OH,,
Denny Whitford - Raleigh West,Beaverton,OR,,
Bellmont Hillsboro,Nashville,TN,,2000.0
Chesapeake Beach,Virginia Beach,VA,1350.0,1350.0
Rancho Del Rey I,Chula Vista,CA,,
Coomer Creek,Garland,TX,,
Vista East,Orlando,FL,885.0,1295.0
Northside,Fort Wayne,IN,,500.0
Parkmont,Fremont,CA,,
Winstead Park,Boise,ID,605.0,
Jefferson Westside,Eugene,OR,695.0,655.0
Inglewood (Riverwood),Nashville,TN,,1100.0
Charles,Providence,RI,750.0,795.0
View Ridge-Madison,Everett,WA,,
Ventura Village,Minneapolis,MN,,
Midtown,Tucson,AZ,650.0,635.0
Standish,Minneapolis,MN,,1000.0
North Lamar,Austin,TX,655.0,
Normandy Estate,Jacksonville,FL,,
Randle Highlands,Washington,DC,,
South Side,West Palm Beach,FL,1800.0,1750.0
Sunset Hill,Seattle,WA,850.0,2400.0
Howard Park,Baltimore,MD,,
Kirkwood,Atlanta,GA,1350.0,1250.0
Hackensack Riverfront,Jersey City,NJ,,
Richmond Factory,Augusta,GA,,
West Beaverton,Beaverton,OR,,
Hidden Cove - Indian Creek-Southwest,San Antonio,TX,,
McMurray - Huntingdon,Nashville,TN,,960.0
Home Park,Atlanta,GA,1110.0,
Seven Hills,Aurora,CO,,
Rolando,San Diego,CA,1115.0,1150.0
West Mesa,Albuquerque,NM,,
Townsite,Henderson,NV,925.0,800.0
Gardenside-Colony,Lexington,KY,,675.0
Clay-Arsenal,Hartford,CT,,800.0
Del Norte,Albuquerque,NM,730.0,685.0
South Sundale,Fremont,CA,,1712.0
Arbor Lodge,Portland,OR,,1595.0
Matthews Beach,Seattle,WA,,
Fairmount Village,San Diego,CA,,
University Park,San Antonio,TX,,
Seminole Heights,Tampa,FL,,1200.0
Lakeview,New Orleans,LA,,
Lower Garden District,New Orleans,LA,1350.0,2900.0
University Hill,Boulder,CO,2475.0,2490.0
Hollywood Park,Chicago,IL,,
Sunrise Neighborhood Coalition,San Antonio,TX,,895.0
South Area,Wichita,KS,,
Montrose Verdugo City,Glendale,CA,,
Farm Pond,Charlotte,NC,,850.0
Bluemont,Arlington,VA,1756.0,1825.0
Highland Park,Pittsburgh,PA,,1100.0
Gatewood,Seattle,WA,,
Goose Hollow,Portland,OR,1325.0,1595.0
Wellington-Harrington,Cambridge,MA,2100.0,2400.0
Elyria Swansea,Denver,CO,,
Dixwell,New Haven,CT,,
Upper Dimond,Oakland,CA,,1200.0
Washington Park West,Denver,CO,,1495.0
Brentwood,Jacksonville,FL,695.0,725.0
Laredo Highline,Aurora,CO,,
Saint Joseph,Milwaukee,WI,,
College Downs,Charlotte,NC,709.0,800.0
St. Elizabeth,Oakland,CA,,
Uptown,Milwaukee,WI,,
North Park,Chicago,IL,875.0,1000.0
Downtown,Columbus,OH,1000.0,845.0
Westchester-Green Countrie,Columbus,OH,659.0,1200.0
East Chatham,Chicago,IL,675.0,700.0
North Beach,San Francisco,CA,,4750.0
Chief Garry Park,Spokane,WA,,595.0
Adams Hill,Glendale,CA,,
Overlook,Portland,OR,,
Veterans Park,Boise,ID,650.0,675.0
North Lake,Charlotte,NC,1000.0,1085.0
Roseway,Portland,OR,,1195.0
Southwood,Torrance,CA,,2695.0
Roselawn,Cincinnati,OH,,600.0
Turtle Creek,Jacksonville,FL,799.0,1100.0
Alanton,Virginia Beach,VA,1099.0,1150.0
The Museum District,Richmond,VA,805.0,900.0
Linwood,Columbus,OH,,
South Tabor,Portland,OR,,
Argay,Portland,OR,,
King,Portland,OR,,895.0
North Rose Hill,Kirkland,WA,,1325.0
Springfield,Jacksonville,FL,750.0,775.0
Imperial Point,Fort Lauderdale,FL,1695.0,1295.0
Fircrest,Vancouver,WA,,
Central Park Heights,Baltimore,MD,,995.0
Val Vista Lakes,Gilbert,AZ,1200.0,1700.0
Quinnipiac,New Haven,CT,,
Lowry Hill East,Minneapolis,MN,1230.0,1500.0
Glenham-Belford,Baltimore,MD,,1050.0
Merriman Valley,Akron,OH,629.0,
The Port - Area 4,Cambridge,MA,2100.0,2500.0
Corbett,Tucson,AZ,,750.0
Ocotillo,Chandler,AZ,1695.0,1900.0
JeffVanderLou,Saint Louis,MO,850.0,
Waltherson,Baltimore,MD,,
Del Mar Heights,San Diego,CA,3200.0,3200.0
Saddle Rock Golf Club,Aurora,CO,1099.0,
New Brighton,New York,NY,,1650.0
Cardinal Hill-Pine Meadow,Lexington,KY,,
Linkhorn Park,Virginia Beach,VA,1065.0,1295.0
Jungle Terrace,Saint Petersburg,FL,,
Lincoln Park,Denver,CO,,
Alta Mesa,Mesa,AZ,750.0,1100.0
Ingleside Heights,San Francisco,CA,,
Irvington,Portland,OR,895.0,1495.0
Great Neck Plaza,Great Neck,NY,1732.0,2362.0
Weberstown,Stockton,CA,,
Forest Hills,Washington,DC,2195.0,1870.0
Barnum,Denver,CO,,
Reservoir Hill,Baltimore,MD,950.0,1095.0
University Park,Portland,OR,,
West University,Eugene,OR,,850.0
Kendall - Whittier,Tulsa,OK,,
Depot Bench,Boise,ID,750.0,
Dunlap,Seattle,WA,,
Bon Air,Louisville,KY,,
Congress Heights,Washington,DC,1025.0,1225.0
Kensington,San Diego,CA,,1095.0
University Town Center,Irvine,CA,,2100.0
Central Downtown,Lexington,KY,,775.0
South Shoreview,San Mateo,CA,,
San Jose,Jacksonville,FL,667.0,559.0
Chickasaw,Louisville,KY,,700.0
Hampden,Baltimore,MD,,
Sunflower,Wichita,KS,,675.0
Mount Hope,Providence,RI,1000.0,1150.0
Fairpark,Salt Lake City,UT,,
Wessex Square,Charlotte,NC,855.0,
West Henderson,Henderson,NV,,1500.0
Penn Wynne,Wynnewood,PA,,
East Lake I,Chula Vista,CA,,1800.0
Silver Creek,Bakersfield,CA,,1450.0
Elmwood Park,Detroit,MI,815.0,800.0
Tompkinsville,New York,NY,,1800.0
Core-Columbia,San Diego,CA,2045.0,2150.0
La Jolla Village,San Diego,CA,2000.0,1925.0
Greenway,Beaverton,OR,,
Hillcrest,Little Rock,AR,800.0,775.0
Ukrainian Village,Chicago,IL,1350.0,1550.0
Fishers Landing East,Vancouver,WA,,
Meadowlawn,Saint Petersburg,FL,,985.0
Tower Grove East,Saint Louis,MO,650.0,750.0
South Patrick Shores,Satellite Beach,FL,975.0,1050.0
Columbia Heghts,Arlington,VA,1480.0,1600.0
New Aurora-English Turn,New Orleans,LA,,
Highland,Rochester,NY,,
Naples Park,Naples,FL,1850.0,
Parkrose,Portland,OR,,
Cherry-Guardino,Fremont,CA,1675.0,2235.0
Uptown,New Orleans,LA,,1775.0
Indianola Hills,Des Moines,IA,,
Taylor Run,Alexandria,VA,1411.0,1600.0
Beverly Woods,Charlotte,NC,1100.0,
Gateway West,Sacramento,CA,,1295.0
Academy Acres North,Albuquerque,NM,,
Junction,Seattle,WA,1200.0,1435.0
Glynlea - Grove Park,Jacksonville,FL,670.0,
Lynnhaven Shores,Virginia Beach,VA,1550.0,1400.0
West Queen Anne,Seattle,WA,2195.0,1750.0
Hayward Highland,Hayward,CA,,
Middlebury,Akron,OH,475.0,495.0
Mt. Lookout,Cincinnati,OH,,
Regent,Town of Madison,WI,,995.0
Roosevelt Park,Grand Rapids,MI,,
Montclair,Augusta,GA,,
Heritage Hills,Austin,TX,599.0,805.0
Ballast Point,Tampa,FL,1500.0,1095.0
Penrose,Saint Louis,MO,,595.0
North Broadway,Cleveland,OH,,
Deanwood,Washington,DC,,
Near N Valley,Albuquerque,NM,,650.0
Duclay,Jacksonville,FL,869.0,813.0
Childs Park,Saint Petersburg,FL,,995.0
Waterside,Stamford,CT,2275.0,2275.0
Old West Tampa,Tampa,FL,,995.0
East Liberty,Pittsburgh,PA,,
Foothills,Henderson,NV,,1200.0
Fulton,Minneapolis,MN,,
Knollwood,Kalamazoo,MI,510.0,2300.0
Maple High-Six Corners,Springfield,MA,,1000.0
Old West End,Toledo,OH,,
Sun Groves,Chandler,AZ,,1395.0
Johnston Rd.-McAlpine,Charlotte,NC,921.0,902.0
Chinatown,San Francisco,CA,,2950.0
Mt. Hope,San Diego,CA,,
Manhattan Beach,New York,NY,,1900.0
Merion Village,Columbus,OH,,795.0
Ridgeview-Webster,San Diego,CA,,1500.0
Avondale,Jacksonville,FL,850.0,995.0
North Image,Vancouver,WA,,965.0
Penn-Fallsway,Baltimore,MD,,
Southeast Como,Minneapolis,MN,1180.0,1875.0
Jacksonville Farms-Terrace,Jacksonville,FL,1150.0,1125.0
Near North,Minneapolis,MN,1100.0,
North Central,Raleigh,NC,750.0,600.0
Ashton Heights,Arlington,VA,,2395.0
Marlyville-Fontainebleau,New Orleans,LA,,
Millbrook,Grand Rapids,MI,,
North Capitol Hill,Denver,CO,1360.0,1630.0
The Greater Ville,Saint Louis,MO,,
Marshall Heights,Washington,DC,,
Longfellow,Oakland,CA,1295.0,
Goldsmith,Denver,CO,595.0,
Barton Chapel,Augusta,GA,,
Highlands,Lincoln,NE,,700.0
Delaware-West Ferry,Buffalo,NY,,
Bayshore,Miami Beach,FL,,2800.0
Lower South Providence,Providence,RI,,
East End,Boise,ID,,750.0
Pearl District,Portland,OR,1695.0,1695.0
Springs,East Hampton,NY,27000.0,29000.0
Branford Center,Branford,CT,1100.0,975.0
Normandy Manor,Jacksonville,FL,850.0,925.0
Chollas Creek,San Diego,CA,,1095.0
Crossroads,Bellevue,WA,,
Parkrose Heights,Portland,OR,,1200.0
Newell,Charlotte,NC,870.0,1000.0
Homaker Park,Bakersfield,CA,,625.0
Augusta Ranch,Mesa,AZ,1000.0,1025.0
South Delridge,Seattle,WA,1070.0,1200.0
Side Creek,Aurora,CO,900.0,
Alamo Square,San Francisco,CA,,3990.0
La Sierra Hills,Riverside,CA,,
Torrey Highlands,San Diego,CA,,2600.0
Mt Eden,Hayward,CA,,
Smith Hill,Providence,RI,,950.0
Fremont,Oakland,CA,,1300.0
Arlingwood,Jacksonville,FL,,875.0
Marconi Plaza-Packer Park,Philadelphia,PA,,
Curtis Park,Sacramento,CA,,825.0
Collier Heights,Atlanta,GA,,799.0
Atlanta University Center,Atlanta,GA,,
Menlo Park,Tucson,AZ,,
Riverton,Portland,ME,,
Algonquin,Louisville,KY,,600.0
Parkville,Hartford,CT,800.0,
Rocky Ridge,Aurora,CO,,995.0
John T White,Fort Worth,TX,,
Windom Park,Minneapolis,MN,,1095.0
Southwest Hills,Portland,OR,2400.0,
Mt. Auburn,Cincinnati,OH,650.0,795.0
National Hills,Augusta,GA,585.0,955.0
Grand,Riverside,CA,,1500.0
Calhoun,Minneapolis,MN,775.0,1095.0
Palm City,San Diego,CA,,
Arlington Ridge,Arlington,VA,1675.0,2095.0
Meydenbauer,Bellevue,WA,960.0,1700.0
San Mateo Heights,San Mateo,CA,,1695.0
Downtown West,Minneapolis,MN,950.0,1395.0
Meadow Hills,Aurora,CO,995.0,1295.0
University Hills,Denver,CO,,
Pulaski,Detroit,MI,,700.0
Meadow Brook,Oakland,CA,,
Campus Farm,Tucson,AZ,875.0,850.0
South Westnedge,Kalamazoo,MI,,
People's Freeway,Salt Lake City,UT,,
La Morada,Stockton,CA,1500.0,1400.0
Webster,Oakland,CA,,
Century City,Los Angeles,CA,2850.0,3200.0
West Wood,Dayton,OH,,
Foxcroft,Charlotte,NC,995.0,1180.0
Linden Heights,Dayton,OH,,
West End,Portland,ME,1150.0,1295.0
Watrous South,Des Moines,IA,,
Highline Villages,Aurora,CO,775.0,985.0
West End,Boston,MA,2781.0,2930.0
Delano,Wichita,KS,,750.0
South Harrison,Tucson,AZ,,1095.0
San Tan Ranch,Gilbert,AZ,,1195.0
South Semoran,Orlando,FL,695.0,798.0
Islandview,Detroit,MI,,
Oakland Ave-Harrison St,Oakland,CA,1200.0,1549.0
Davis Island,Tampa,FL,,895.0
Oceanway,Jacksonville,FL,1100.0,1250.0
Marlwood,Charlotte,NC,,895.0
Cherry Creek,Denver,CO,1600.0,2825.0
Eastlake,Seattle,WA,,1127.0
Bellevue,Washington,DC,950.0,
Eastgate - Cougar Mountain,Bellevue,WA,,1515.0
Cherokee Point,San Diego,CA,,995.0
Seminary,Oakland,CA,,
Euclid Green,Cleveland,OH,,
Adams North,San Diego,CA,,1250.0
Trinidad,Washington,DC,1100.0,1150.0
Central Meadowbrook,Fort Worth,TX,,
Amberwood North,Chandler,AZ,,920.0
Baywood Knolls,San Mateo,CA,,2600.0
Rancho San Antonio,Oakland,CA,,
Whitehouse,Jacksonville,FL,,900.0
Lakeside Park,Tucson,AZ,,950.0
Fairway-Liberty Heights,Lexington,KY,,
Venable,Charlottesville,VA,,995.0
Roberts,El Paso,TX,,
West Loop Gate,Chicago,IL,1575.0,2000.0
El Cerrito,San Diego,CA,,1495.0
Totem Lake,Kirkland,WA,1114.0,1350.0
Lower Beaver,Des Moines,IA,,680.0
Hiawatha,Minneapolis,MN,1100.0,
Pembroke,Virginia Beach,VA,1330.0,
New Dorp,New York,NY,,
Windsor Road,Austin,TX,1475.0,2800.0
Wexford-Thornapple,Columbus,OH,,999.0
Lake Frendrica,Orlando,FL,686.0,875.0
Coral Ridge,Fort Lauderdale,FL,2500.0,2338.0
Southcrest,San Diego,CA,,
Laddie Place and North Wilson,San Antonio,TX,,
Beaver Hills,New Haven,CT,,1300.0
Southwestern Hills,Des Moines,IA,645.0,
Ednor Gardens-Lakeside,Baltimore,MD,,
Deep Creek West-Dismal Swamp,Chesapeake,VA,,
Arcadia Terrace,Chicago,IL,1200.0,1295.0
Lynn Lane,Tulsa,OK,,1850.0
Bouldin,Austin,TX,1280.0,1500.0
Beacon Hill,San Antonio,TX,,575.0
Maxwell Park,Oakland,CA,,
Pecan Valley,San Antonio,TX,,
Lacy,Santa Ana,CA,,
Montclair,Denver,CO,,1000.0
Platt Park,Denver,CO,,1050.0
Rose Village,Vancouver,WA,,
Stonehaven,Charlotte,NC,995.0,
Andersonville,Chicago,IL,1250.0,1550.0
Settlers Landing,Jacksonville,FL,995.0,1000.0
Point Breeze,Pittsburgh,PA,,
Heights,Little Rock,AR,,865.0
Zilker,Austin,TX,1799.0,1800.0
Chambers Heights,Aurora,CO,,
South Deering,Chicago,IL,,1100.0
City Center North,Aurora,CO,900.0,
Ridgmar,Fort Worth,TX,,
Glenview,Oakland,CA,,
Providence Estates East,Charlotte,NC,,1550.0
MIT,Cambridge,MA,2355.0,2705.0
North East,Pasadena,CA,1965.0,
South India Mound,Kansas City,MO,,
Sterling Hills,Aurora,CO,,1150.0
North India Mound,Kansas City,MO,,600.0
Gravois Park,Saint Louis,MO,,600.0
Cedar Park,Seattle,WA,1195.0,1135.0
Downer Woods,Milwaukee,WI,,
Broadway Pantano East,Tucson,AZ,,
Edmondson Village,Baltimore,MD,,1300.0
Central Bench,Boise,ID,,
Sorrento Valley,San Diego,CA,,2100.0
Paseo Ranchoero,Chula Vista,CA,,
Downtown,Saint Petersburg,FL,1599.0,750.0
Buckingham,Arlington,VA,,1795.0
Crest Drive,Eugene,OR,,
Valley,Providence,RI,,800.0
Thomasboro-Hoskins,Charlotte,NC,600.0,695.0
Fauntleroy,Seattle,WA,,
Marshall - Shadeland,Pittsburgh,PA,,
South Hilltop,Columbus,OH,,
Braddock Road Metro,Alexandria,VA,1955.0,2150.0
City Center,Aurora,CO,769.0,894.0
Hayhurst,Portland,OR,,
Folwell,Minneapolis,MN,1095.0,
Country Club,Lincoln,NE,,
Riverside,Baltimore,MD,1850.0,2000.0
Sweet Briar,Austin,TX,970.0,1150.0
Pinehurst,Seattle,WA,,1195.0
Downtown,Sacramento,CA,,1700.0
Washington Heights,Chicago,IL,,
Starin Central,Buffalo,NY,,
St. Edwards,Austin,TX,850.0,1476.0
Roland Park,Baltimore,MD,,
Broadmoor,New Orleans,LA,,1000.0
Central Oak Park,Sacramento,CA,,995.0
Countryside Woods,Vancouver,WA,,1350.0
South Main,Houston,TX,905.0,1115.0
Edgewood,Washington,DC,,1550.0
Tropico,Glendale,CA,,
South Park,San Diego,CA,,1300.0
Sheraden,Pittsburgh,PA,,
Irvington,Baltimore,MD,,1100.0
Kenawood-Rockwood-Hi-Acres-Deep Spring,Lexington,KY,,495.0
Lower Queen Anne,Seattle,WA,1400.0,1350.0
Harvard Place - Eastlawn,San Antonio,TX,,700.0
Wooten,Austin,TX,800.0,1150.0
Parkland,Louisville,KY,,650.0
South Side CAN,Columbus,OH,550.0,700.0
Blue Hills,Kansas City,MO,,650.0
Perris Hills,San Bernardino,CA,,
East Ridge - Ptarmigan Park,Aurora,CO,790.0,
Woodley Park,Washington,DC,2190.0,2175.0
NoHo,New York,NY,3550.0,3695.0
Bagley Downs,Vancouver,WA,,
Myers,Tucson,AZ,,
Waite Park,Minneapolis,MN,,
Palo Verde,Tucson,AZ,,550.0
Community Workers Council,San Antonio,TX,,
Florida Center,Orlando,FL,,1850.0
Patterson Park,Baltimore,MD,1200.0,1300.0
North Loop,Austin,TX,1300.0,1400.0
Hyde Park,Austin,TX,1400.0,1275.0
Central Business District,Newark,NJ,1550.0,1700.0
Near East Side,Chicago,IL,1882.0,2225.0
Marble Cliff Crossing,Columbus,OH,890.0,
Mission Hills,San Diego,CA,,1750.0
Central Clintonville,Columbus,OH,,
Fruitridge Manor,Sacramento,CA,,
Midtown,Saint Louis,MO,,
Longfellow,Minneapolis,MN,,
Horseshoe Park,Aurora,CO,,1200.0
Beaumont-Wilshire,Portland,OR,,
Old Savannah,Augusta,GA,,700.0
Presidential Park,Riverside,CA,,
Victory Heights,Seattle,WA,,1195.0
Columbia Forest,Arlington,VA,,1550.0
Eastown,Grand Rapids,MI,,1300.0
Woodrow,New York,NY,,1300.0
Alameda,Portland,OR,,
Milan,New Orleans,LA,,
Julia Keen,Tucson,AZ,,
North Hilltop,Columbus,OH,,
Hickory Grove,Charlotte,NC,895.0,795.0
Belle Vista,Youngstown,OH,,
Vine,Kalamazoo,MI,,900.0
Lynwood Hills,Chula Vista,CA,,
Hagginwood,Sacramento,CA,,900.0
Loma Portal,San Diego,CA,,
Shandin Hills,San Bernardino,CA,900.0,995.0
Pepperidge,Augusta,GA,,
Central,Raleigh,NC,1085.0,700.0
Astoria Heights,New York,NY,,2200.0
Arlington-East Falls,Arlington,VA,,2796.0
Olde Providence South,Charlotte,NC,1250.0,
Westside,Missoula,MT,750.0,900.0
Seville,Gilbert,AZ,,1500.0
Leawood,Columbus,OH,,675.0
Rosedale,Austin,TX,1350.0,1635.0
Groves Lincoln Park,Tucson,AZ,,850.0
Keeling,Tucson,AZ,,575.0
Klondike,Louisville,KY,,
Westerleigh,New York,NY,,
Chevy Chase-Ashland Park,Lexington,KY,,
Holliswood,New York,NY,1200.0,1400.0
Galt Mile,Fort Lauderdale,FL,2400.0,1800.0
Georgia Tech,Atlanta,GA,1039.0,
Upton,Baltimore,MD,900.0,
Business District,Irvine,CA,1812.0,2250.0
Idlewild Farms,Charlotte,NC,,
University Hills,Los Angeles,CA,,950.0
Bayside,Everett,WA,,1000.0
Arroyo Viejo,Oakland,CA,,
Puget,Bellingham,WA,,
Belknap Lookout,Grand Rapids,MI,,795.0
Riverdale,Detroit,MI,750.0,750.0
Fairgrounds,New Orleans,LA,,
North Tabor,Portland,OR,,825.0
Sans Souci,Jacksonville,FL,683.0,
Mallard Creek - Withrow Downs,Charlotte,NC,,1275.0
Kings Point,Great Neck,NY,,
Summer Place Village,Mesa,AZ,,900.0
Bolton Hill,Baltimore,MD,,
Country Club,Stockton,CA,,995.0
Los Cerritos Area,Long Beach,CA,,
Regent Park,Detroit,MI,,700.0
Highland Park,Augusta,GA,,
Leschi,Seattle,WA,,1550.0
Laurelhurst,Seattle,WA,,895.0
Mount Vernon,Baltimore,MD,1165.0,1009.0
Memorial Square,Springfield,MA,,
Arcadia,Kalamazoo,MI,600.0,1396.0
Harmony,Fort Worth,TX,,
Lyon Park,Arlington,VA,1900.0,1910.0
Midtown,Anchorage,AK,,
Highland Terrace,Richardson,TX,,
Coral Ridge Country Club,Fort Lauderdale,FL,1700.0,1400.0
O'Fallon,Saint Louis,MO,,575.0
Spring Valley,Washington,DC,,
Webber-Camden,Minneapolis,MN,,950.0
Mesa Grande,Mesa,AZ,795.0,795.0
Fox Point,Providence,RI,950.0,1250.0
The Provinces,Chandler,AZ,1150.0,1225.0
Northwest Everett,Everett,WA,,
Stone Meadows,Bakersfield,CA,,1500.0
Sherwood Forest,Jacksonville,FL,,895.0
Roxhill,Seattle,WA,,
Oak Tree,Oakland,CA,,
North Heights,Youngstown,OH,,500.0
Burbank,Hayward,CA,,
McGirts Creek,Jacksonville,FL,,1050.0
The North End,Virginia Beach,VA,1400.0,1975.0
Windom,Minneapolis,MN,675.0,
West Gate,Toledo,OH,,
Central Business District,Cincinnati,OH,975.0,1450.0
Bloomingdale,Washington,DC,,2500.0
Becton Park,Charlotte,NC,698.0,
Bluff Heights,Long Beach,CA,,1250.0
Kerns,Portland,OR,,1195.0
Timmerman West,Milwaukee,WI,,
Belltown,Stamford,CT,,1850.0
Northside,Kalamazoo,MI,,
North Central,San Mateo,CA,,
Juneau Town,Milwaukee,WI,1300.0,1200.0
Baden,Saint Louis,MO,,
Jacobs,Louisville,KY,,550.0
Sarritt Point,Kansas City,MO,465.0,575.0
Hot Wells,San Antonio,TX,,
Marina,San Diego,CA,1795.0,2095.0
Chugiak,Anchorage,AK,,1695.0
Upper B Street,Hayward,CA,,
Audubon Park,Minneapolis,MN,,
Derita-Statesville,Charlotte,NC,,975.0
Gorgas,Mobile,AL,,
Northpoint,Milwaukee,WI,,
Bashford Manor,Louisville,KY,,639.0
Woodlawn,Portland,OR,,
Lansdowne,Charlotte,NC,863.0,825.0
Colonial Heights,Stockton,CA,,
Walnut Hills,Dayton,OH,,
Aggasiz - Harvard North,Cambridge,MA,1595.0,2085.0
Hamey Heights,Vancouver,WA,,800.0
Washington Park,Milwaukee,WI,,
Barney Circle,Washington,DC,,
Dorsey-Riverbend,Fort Lauderdale,FL,1350.0,1195.0
East Shore,New Haven,CT,,1195.0
Boyle Park,Little Rock,AR,,800.0
Lakeshore,San Francisco,CA,2375.0,
South Central Hilltop,Columbus,OH,,675.0
Marquette,Town of Madison,WI,,1150.0
Whitman-Mocine,Hayward,CA,,
Eastway-Sheffield Park,Charlotte,NC,675.0,680.0
Parnassus - Ashbury,San Francisco,CA,,2895.0
Virginia Park,Tampa,FL,,
Fairmount Park,Seattle,WA,,1235.0
San Mateo Village,San Mateo,CA,,
SWAN,Grand Rapids,MI,,975.0
Shore Acres,Saint Petersburg,FL,,1100.0
Feldheym,San Bernardino,CA,,650.0
La Plaza,San Bernardino,CA,,900.0
Evergreen,Everett,WA,,
Whittier,Boulder,CO,1595.0,1900.0
Allendale,Oakland,CA,,
Terra Del Sol,Tucson,AZ,,875.0
Riverbend,Tampa,FL,,
Campbellton Road,Atlanta,GA,,500.0
Birchwood,Bellingham,WA,,615.0
Fairlane,Kansas City,MO,,875.0
Lansingville,Youngstown,OH,,
University,Syracuse,NY,,
Shippan,Stamford,CT,,3000.0
Whittier Heights,Seattle,WA,,
Bolton,Mobile,AL,675.0,
City Park West,Denver,CO,,1170.0
Ashcreek,Portland,OR,,
